NOM, ACC, DAT, ILL, INE, etc. - nominal cases
pl - plural
P1sg, P2sg, P1pl, etc. - possessive with 1st person singular possessor, 2nd person singular possessor, 1st person plural possessor, etc.
NPoss - nominal possessive marking (é)
NPoss+ - plural of nominal possessive marking (éi)
comp - comparative
super - superlative

NOM	csúnya
super, P1pl, pl, ALL	legcsúnyábbjainkhoz
super, P1pl, pl, ADE	legcsúnyábbjainknál
super, P1pl, pl, ABL	legcsúnyábbjainktól
super, P1pl, pl, SUB	legcsúnyábbjainkra
super, P1pl, pl, SUP	legcsúnyábbjainkon
super, P1pl, pl, DEL	legcsúnyábbjainkról
super, P1pl, pl, INS	legcsúnyábbjainkkal
super, P1pl, pl, FAC	legcsúnyábbjainkká
super, P1pl, pl, FOR	legcsúnyábbjainkként
super, P1pl, pl, CAU	legcsúnyábbjainkért
super, P1pl, pl, TER	legcsúnyábbjainkig

super, P2pl, NOM	legcsúnyábbotok
super, P2pl, ACC	legcsúnyábbotokat
super, P2pl, DAT	legcsúnyábbotoknak
super, P2pl, ILL	legcsúnyábbotokba
super, P2pl, INE	legcsúnyábbotokban
super, P2pl, ELA	legcsúnyábbotokból
super, P2pl, ALL	legcsúnyábbotokhoz
super, P2pl, ADE	legcsúnyábbotoknál
super, P2pl, ABL	legcsúnyábbotoktól
super, P2pl, SUB	legcsúnyábbotokra
super, P2pl, SUP	legcsúnyábbotokon
super, P2pl, DEL	legcsúnyábbotokról
super, P2pl, INS	legcsúnyábbotokkal
super, P2pl, FAC	legcsúnyábbotokká
super, P2pl, FOR	legcsúnyábbotokként
super, P2pl, CAU	legcsúnyábbotokért
super, P2pl, TER	legcsúnyábbotokig
super, P2pl, ESS	legcsúnyábbotokul
super, P2pl, pl, NOM	legcsúnyábbjaitok
super, P2pl, pl, ACC	legcsúnyábbjaitokat
super, P2pl, pl, DAT	legcsúnyábbjaitoknak
super, P2pl, pl, ILL	legcsúnyábbjaitokba
super, P2pl, pl, INE	legcsúnyábbjaitokban
super, P2pl, pl, ELA	legcsúnyábbjaitokból
super, P2pl, pl, ALL	legcsúnyábbjaitokhoz
super, P2pl, pl, ADE	legcsúnyábbjaitoknál
super, P2pl, pl, ABL	legcsúnyábbjaitoktól
super, P2pl, pl, SUB	legcsúnyábbjaitokra
super, P2pl, pl, SUP	legcsúnyábbjaitokon
super, P2pl, pl, DEL	legcsúnyábbjaitokról
super, P2pl, pl, INS	legcsúnyábbjaitokkal
super, P2pl, pl, FAC	legcsúnyábbjaitokká
super, P2pl, pl, FOR	legcsúnyábbjaitokként
super, P2pl, pl, CAU	legcsúnyábbjaitokért
super, P2pl, pl, TER	legcsúnyábbjaitokig

super, P3pl, NOM	legcsúnyábbjuk
super, P3pl, ACC	legcsúnyábbjukat
super, P3pl, DAT	legcsúnyábbjuknak
super, P3pl, ILL	legcsúnyábbjukba
super, P3pl, INE	legcsúnyábbjukban
super, P3pl, ELA	legcsúnyábbjukból
super, P3pl, ALL	legcsúnyábbjukhoz
super, P3pl, ADE	legcsúnyábbjuknál
super, P3pl, ABL	legcsúnyábbjuktól
super, P3pl, SUB	legcsúnyábbjukra
super, P3pl, SUP	legcsúnyábbjukon
super, P3pl, DEL	legcsúnyábbjukról
super, P3pl, INS	legcsúnyábbjukkal
super, P3pl, FAC	legcsúnyábbjukká
super, P3pl, FOR	legcsúnyábbjukként
super, P3pl, CAU	legcsúnyábbjukért
super, P3pl, TER	legcsúnyábbjukig
super, P3pl, ESS	legcsúnyábbjukul
super, P3pl, pl, NOM	legcsúnyábbjaik
super, P3pl, pl, ACC	legcsúnyábbjaikat
super, P3pl, pl, DAT	legcsúnyábbjaiknak
super, P3pl, pl, ILL	legcsúnyábbjaikba
super, P3pl, pl, INE	legcsúnyábbjaikban
super, P3pl, pl, ELA	legcsúnyábbjaikból
super, P3pl, pl, ALL	legcsúnyábbjaikhoz
super, P3pl, pl, ADE	legcsúnyábbjaiknál
super, P3pl, pl, ABL	legcsúnyábbjaiktól
super, P3pl, pl, SUB	legcsúnyábbjaikra
super, P3pl, pl, SUP	legcsúnyábbjaikon
super, P3pl, pl, DEL	legcsúnyábbjaikról
super, P3pl, pl, INS	legcsúnyábbjaikkal
super, P3pl, pl, FAC	legcsúnyábbjaikká
super, P3pl, pl, FOR	legcsúnyábbjaikként
super, P3pl, pl, CAU	legcsúnyábbjaikért
super, P3pl, pl, TER	legcsúnyábbjaikig

super, NPoss, NOM	legcsúnyábbé
super, NPoss, ACC	legcsúnyábbét
super, NPoss, DAT	legcsúnyábbénak
super, NPoss, ILL	legcsúnyábbéba
super, NPoss, INE	legcsúnyábbéban
super, NPoss, ELA	legcsúnyábbéból
super, NPoss, ALL	legcsúnyábbéhoz
super, NPoss, ADE	legcsúnyábbénál
super, NPoss, ABL	legcsúnyábbétól
super, NPoss, SUB	legcsúnyábbéra
super, NPoss, SUP	legcsúnyábbén
super, NPoss, DEL	legcsúnyábbéról
super, NPoss, INS	legcsúnyábbéval
super, NPoss, FAC	legcsúnyábbévá
super, NPoss, FOR	legcsúnyábbéként
super, NPoss, TEM	legcsúnyábbékor
super, NPoss, CAU	legcsúnyábbéért
super, NPoss, TER	legcsúnyábbéig
super, NPoss, SOC	legcsúnyábbéstul
super, NPoss, ESS	legcsúnyábbéul
super, pl, NPoss, NOM	legcsúnyábbaké
super, pl, NPoss, ACC	legcsúnyábbakét
super, pl, NPoss, DAT	legcsúnyábbakénak
super, pl, NPoss, ILL	legcsúnyábbakéba
super, pl, NPoss, INE	legcsúnyábbakéban
super, pl, NPoss, ELA	legcsúnyábbakéból
super, pl, NPoss, ALL	legcsúnyábbakéhoz
super, pl, NPoss, ADE	legcsúnyábbakénál
super, pl, NPoss, ABL	legcsúnyábbakétól
super, pl, NPoss, SUB	legcsúnyábbakéra
super, pl, NPoss, SUP	legcsúnyábbakén
super, pl, NPoss, DEL	legcsúnyábbakéról
super, pl, NPoss, INS	legcsúnyábbakéval
super, pl, NPoss, FAC	legcsúnyábbakévá
super, pl, NPoss, FOR	legcsúnyábbakéként
super, pl, NPoss, CAU	legcsúnyábbakéért
super, pl, NPoss, TER	legcsúnyábbakéig

super, P1sg, NPoss, NOM	legcsúnyábbamé
super, P1sg, NPoss, ACC	legcsúnyábbamét
super, P1sg, NPoss, DAT	legcsúnyábbaménak
super, P1sg, NPoss, ILL	legcsúnyábbaméba
super, P1sg, NPoss, INE	legcsúnyábbaméban
super, P1sg, NPoss, ELA	legcsúnyábbaméból
super, P1sg, NPoss, ALL	legcsúnyábbaméhoz
super, P1sg, NPoss, ADE	legcsúnyábbaménál
super, P1sg, NPoss, ABL	legcsúnyábbamétól
super, P1sg, NPoss, SUB	legcsúnyábbaméra
super, P1sg, NPoss, SUP	legcsúnyábbamén
super, P1sg, NPoss, DEL	legcsúnyábbaméról
super, P1sg, NPoss, INS	legcsúnyábbaméval
super, P1sg, NPoss, FAC	legcsúnyábbamévá
super, P1sg, NPoss, FOR	legcsúnyábbaméként
super, P1sg, NPoss, TEM	legcsúnyábbamékor
super, P1sg, NPoss, CAU	legcsúnyábbaméért
super, P1sg, NPoss, TER	legcsúnyábbaméig
super, P1sg, NPoss, ESS	legcsúnyábbaméul
super, P1sg, pl, NPoss, NOM	legcsúnyábbjaimé
super, P1sg, pl, NPoss, ACC	legcsúnyábbjaimét
super, P1sg, pl, NPoss, DAT	legcsúnyábbjaiménak
super, P1sg, pl, NPoss, ILL	legcsúnyábbjaiméba
super, P1sg, pl, NPoss, INE	legcsúnyábbjaiméban
super, P1sg, pl, NPoss, ELA	legcsúnyábbjaiméból
super, P1sg, pl, NPoss, ALL	legcsúnyábbjaiméhoz
super, P1sg, pl, NPoss, ADE	legcsúnyábbjaiménál
super, P1sg, pl, NPoss, ABL	legcsúnyábbjaimétól
super, P1sg, pl, NPoss, SUB	legcsúnyábbjaiméra
super, P1sg, pl, NPoss, SUP	legcsúnyábbjaimén
super, P1sg, pl, NPoss, DEL	legcsúnyábbjaiméról
super, P1sg, pl, NPoss, INS	legcsúnyábbjaiméval
super, P1sg, pl, NPoss, FAC	legcsúnyábbjaimévá
super, P1sg, pl, NPoss, FOR	legcsúnyábbjaiméként
super, P1sg, pl, NPoss, CAU	legcsúnyábbjaiméért
super, P1sg, pl, NPoss, TER	legcsúnyábbjaiméig

super, P2sg, NPoss, NOM	legcsúnyábbadé
super, P2sg, NPoss, ACC	legcsúnyábbadét
super, P2sg, NPoss, DAT	legcsúnyábbadénak
super, P2sg, NPoss, ILL	legcsúnyábbadéba
super, P2sg, NPoss, INE	legcsúnyábbadéban
super, P2sg, NPoss, ELA	legcsúnyábbadéból
super, P2sg, NPoss, ALL	legcsúnyábbadéhoz
super, P2sg, NPoss, ADE	legcsúnyábbadénál
super, P2sg, NPoss, ABL	legcsúnyábbadétól
super, P2sg, NPoss, SUB	legcsúnyábbadéra
super, P2sg, NPoss, SUP	legcsúnyábbadén
super, P2sg, NPoss, DEL	legcsúnyábbadéról
super, P2sg, NPoss, INS	legcsúnyábbadéval
super, P2sg, NPoss, FAC	legcsúnyábbadévá
super, P2sg, NPoss, FOR	legcsúnyábbadéként
super, P2sg, NPoss, TEM	legcsúnyábbadékor
super, P2sg, NPoss, CAU	legcsúnyábbadéért
super, P2sg, NPoss, TER	legcsúnyábbadéig
super, P2sg, NPoss, ESS	legcsúnyábbadéul
super, P2sg, pl, NPoss, NOM	legcsúnyábbjaidé
super, P2sg, pl, NPoss, ACC	legcsúnyábbjaidét
super, P2sg, pl, NPoss, DAT	legcsúnyábbjaidénak
super, P2sg, pl, NPoss, ILL	legcsúnyábbjaidéba
super, P2sg, pl, NPoss, INE	legcsúnyábbjaidéban
super, P2sg, pl, NPoss, ELA	legcsúnyábbjaidéból
super, P2sg, pl, NPoss, ALL	legcsúnyábbjaidéhoz
super, P2sg, pl, NPoss, ADE	legcsúnyábbjaidénál
super, P2sg, pl, NPoss, ABL	legcsúnyábbjaidétól
super, P2sg, pl, NPoss, SUB	legcsúnyábbjaidéra
super, P2sg, pl, NPoss, SUP	legcsúnyábbjaidén
super, P2sg, pl, NPoss, DEL	legcsúnyábbjaidéról
super, P2sg, pl, NPoss, INS	legcsúnyábbjaidéval
super, P2sg, pl, NPoss, FAC	legcsúnyábbjaidévá
super, P2sg, pl, NPoss, FOR	legcsúnyábbjaidéként
super, P2sg, pl, NPoss, CAU	legcsúnyábbjaidéért
super, P2sg, pl, NPoss, TER	legcsúnyábbjaidéig

super, P3sg, NPoss, NOM	legcsúnyábbjáé
super, P3sg, NPoss, ACC	legcsúnyábbjáét
super, P3sg, NPoss, DAT	legcsúnyábbjáénak
super, P3sg, NPoss, ILL	legcsúnyábbjáéba
super, P3sg, NPoss, INE	legcsúnyábbjáéban
super, P3sg, NPoss, ELA	legcsúnyábbjáéból
super, P3sg, NPoss, ALL	legcsúnyábbjáéhoz
super, P3sg, NPoss, ADE	legcsúnyábbjáénál
super, P3sg, NPoss, ABL	legcsúnyábbjáétól
super, P3sg, NPoss, SUB	legcsúnyábbjáéra
super, P3sg, NPoss, SUP	legcsúnyábbjáén
super, P3sg, NPoss, DEL	legcsúnyábbjáéról
super, P3sg, NPoss, INS	legcsúnyábbjáéval
super, P3sg, NPoss, FAC	legcsúnyábbjáévá
super, P3sg, NPoss, FOR	legcsúnyábbjáéként
super, P3sg, NPoss, TEM	legcsúnyábbjáékor
super, P3sg, NPoss, CAU	legcsúnyábbjáéért
super, P3sg, NPoss, TER	legcsúnyábbjáéig
super, P3sg, NPoss, ESS	legcsúnyábbjáéul
super, P3sg, pl, NPoss, NOM	legcsúnyábbjaié
super, P3sg, pl, NPoss, ACC	legcsúnyábbjaiét
super, P3sg, pl, NPoss, DAT	legcsúnyábbjaiénak
super, P3sg, pl, NPoss, ILL	legcsúnyábbjaiéba
super, P3sg, pl, NPoss, INE	legcsúnyábbjaiéban
super, P3sg, pl, NPoss, ELA	legcsúnyábbjaiéból
super, P3sg, pl, NPoss, ALL	legcsúnyábbjaiéhoz
super, P3sg, pl, NPoss, ADE	legcsúnyábbjaiénál
super, P3sg, pl, NPoss, ABL	legcsúnyábbjaiétól
super, P3sg, pl, NPoss, SUB	legcsúnyábbjaiéra
super, P3sg, pl, NPoss, SUP	legcsúnyábbjaién
super, P3sg, pl, NPoss, DEL	legcsúnyábbjaiéról
super, P3sg, pl, NPoss, INS	legcsúnyábbjaiéval
super, P3sg, pl, NPoss, FAC	legcsúnyábbjaiévá
super, P3sg, pl, NPoss, FOR	legcsúnyábbjaiéként
super, P3sg, pl, NPoss, CAU	legcsúnyábbjaiéért
super, P3sg, pl, NPoss, TER	legcsúnyábbjaiéig

super, P1pl, NPoss, NOM	legcsúnyábbunké
super, P1pl, NPoss, ACC	legcsúnyábbunkét
super, P1pl, NPoss, DAT	legcsúnyábbunkénak
super, P1pl, NPoss, ILL	legcsúnyábbunkéba
super, P1pl, NPoss, INE	legcsúnyábbunkéban
super, P1pl, NPoss, ELA	legcsúnyábbunkéból
super, P1pl, NPoss, ALL	legcsúnyábbunkéhoz
super, P1pl, NPoss, ADE	legcsúnyábbunkénál
super, P1pl, NPoss, ABL	legcsúnyábbunkétól
super, P1pl, NPoss, SUB	legcsúnyábbunkéra
super, P1pl, NPoss, SUP	legcsúnyábbunkén
super, P1pl, NPoss, DEL	legcsúnyábbunkéról
super, P1pl, NPoss, INS	legcsúnyábbunkéval
super, P1pl, NPoss, FAC	legcsúnyábbunkévá
super, P1pl, NPoss, FOR	legcsúnyábbunkéként
super, P1pl, NPoss, TEM	legcsúnyábbunkékor
super, P1pl, NPoss, CAU	legcsúnyábbunkéért
super, P1pl, NPoss, TER	legcsúnyábbunkéig
super, P1pl, NPoss, ESS	legcsúnyábbunkéul
super, P1pl, pl, NPoss, NOM	legcsúnyábbjainké
super, P1pl, pl, NPoss, ACC	legcsúnyábbjainkét
super, P1pl, pl, NPoss, DAT	legcsúnyábbjainkénak
super, P1pl, pl, NPoss, ILL	legcsúnyábbjainkéba
super, P1pl, pl, NPoss, INE	legcsúnyábbjainkéban
super, P1pl, pl, NPoss, ELA	legcsúnyábbjainkéból
super, P1pl, pl, NPoss, ALL	legcsúnyábbjainkéhoz
super, P1pl, pl, NPoss, ADE	legcsúnyábbjainkénál
super, P1pl, pl, NPoss, ABL	legcsúnyábbjainkétól
super, P1pl, pl, NPoss, SUB	legcsúnyábbjainkéra
super, P1pl, pl, NPoss, SUP	legcsúnyábbjainkén
super, P1pl, pl, NPoss, DEL	legcsúnyábbjainkéról
super, P1pl, pl, NPoss, INS	legcsúnyábbjainkéval
super, P1pl, pl, NPoss, FAC	legcsúnyábbjainkévá
super, P1pl, pl, NPoss, FOR	legcsúnyábbjainkéként
super, P1pl, pl, NPoss, CAU	legcsúnyábbjainkéért
super, P1pl, pl, NPoss, TER	legcsúnyábbjainkéig

super, P2pl, NPoss, NOM	legcsúnyábbotoké
super, P2pl, NPoss, ACC	legcsúnyábbotokét
super, P2pl, NPoss, DAT	legcsúnyábbotokénak
super, P2pl, NPoss, ILL	legcsúnyábbotokéba
super, P2pl, NPoss, INE	legcsúnyábbotokéban
super, P2pl, NPoss, ELA	legcsúnyábbotokéból
super, P2pl, NPoss, ALL	legcsúnyábbotokéhoz
super, P2pl, NPoss, ADE	legcsúnyábbotokénál
super, P2pl, NPoss, ABL	legcsúnyábbotokétól
super, P2pl, NPoss, SUB	legcsúnyábbotokéra
super, P2pl, NPoss, SUP	legcsúnyábbotokén
super, P2pl, NPoss, DEL	legcsúnyábbotokéról
super, P2pl, NPoss, INS	legcsúnyábbotokéval
super, P2pl, NPoss, FAC	legcsúnyábbotokévá
super, P2pl, NPoss, FOR	legcsúnyábbotokéként
super, P2pl, NPoss, TEM	legcsúnyábbotokékor
super, P2pl, NPoss, CAU	legcsúnyábbotokéért
super, P2pl, NPoss, TER	legcsúnyábbotokéig
super, P2pl, NPoss, ESS	legcsúnyábbotokéul
super, P2pl, pl, NPoss, NOM	legcsúnyábbjaitoké
super, P2pl, pl, NPoss, ACC	legcsúnyábbjaitokét
super, P2pl, pl, NPoss, DAT	legcsúnyábbjaitokénak
super, P2pl, pl, NPoss, ILL	legcsúnyábbjaitokéba
super, P2pl, pl, NPoss, INE	legcsúnyábbjaitokéban
super, P2pl, pl, NPoss, ELA	legcsúnyábbjaitokéból
super, P2pl, pl, NPoss, ALL	legcsúnyábbjaitokéhoz
super, P2pl, pl, NPoss, ADE	legcsúnyábbjaitokénál
super, P2pl, pl, NPoss, ABL	legcsúnyábbjaitokétól
super, P2pl, pl, NPoss, SUB	legcsúnyábbjaitokéra
super, P2pl, pl, NPoss, SUP	legcsúnyábbjaitokén
super, P2pl, pl, NPoss, DEL	legcsúnyábbjaitokéról
super, P2pl, pl, NPoss, INS	legcsúnyábbjaitokéval
super, P2pl, pl, NPoss, FAC	legcsúnyábbjaitokévá
super, P2pl, pl, NPoss, FOR	legcsúnyábbjaitokéként
super, P2pl, pl, NPoss, CAU	legcsúnyábbjaitokéért
super, P2pl, pl, NPoss, TER	legcsúnyábbjaitokéig

super, P3pl, NPoss, NOM	legcsúnyábbjuké
super, P3pl, NPoss, ACC	legcsúnyábbjukét
super, P3pl, NPoss, DAT	legcsúnyábbjukénak
super, P3pl, NPoss, ILL	legcsúnyábbjukéba
super, P3pl, NPoss, INE	legcsúnyábbjukéban
super, P3pl, NPoss, ELA	legcsúnyábbjukéból
super, P3pl, NPoss, ALL	legcsúnyábbjukéhoz
super, P3pl, NPoss, ADE	legcsúnyábbjukénál
super, P3pl, NPoss, ABL	legcsúnyábbjukétól
super, P3pl, NPoss, SUB	legcsúnyábbjukéra
super, P3pl, NPoss, SUP	legcsúnyábbjukén
super, P3pl, NPoss, DEL	legcsúnyábbjukéról
super, P3pl, NPoss, INS	legcsúnyábbjukéval
super, P3pl, NPoss, FAC	legcsúnyábbjukévá
super, P3pl, NPoss, FOR	legcsúnyábbjukéként
super, P3pl, NPoss, TEM	legcsúnyábbjukékor
super, P3pl, NPoss, CAU	legcsúnyábbjukéért
super, P3pl, NPoss, TER	legcsúnyábbjukéig
super, P3pl, NPoss, ESS	legcsúnyábbjukéul
super, P3pl, pl, NPoss, NOM	legcsúnyábbjaiké
super, P3pl, pl, NPoss, ACC	legcsúnyábbjaikét
super, P3pl, pl, NPoss, DAT	legcsúnyábbjaikénak
super, P3pl, pl, NPoss, ILL	legcsúnyábbjaikéba
super, P3pl, pl, NPoss, INE	legcsúnyábbjaikéban
super, P3pl, pl, NPoss, ELA	legcsúnyábbjaikéból
super, P3pl, pl, NPoss, ALL	legcsúnyábbjaikéhoz
super, P3pl, pl, NPoss, ADE	legcsúnyábbjaikénál
super, P3pl, pl, NPoss, ABL	legcsúnyábbjaikétól
super, P3pl, pl, NPoss, SUB	legcsúnyábbjaikéra
super, P3pl, pl, NPoss, SUP	legcsúnyábbjaikén
super, P3pl, pl, NPoss, DEL	legcsúnyábbjaikéról
super, P3pl, pl, NPoss, INS	legcsúnyábbjaikéval
super, P3pl, pl, NPoss, FAC	legcsúnyábbjaikévá
super, P3pl, pl, NPoss, FOR	legcsúnyábbjaikéként
super, P3pl, pl, NPoss, CAU	legcsúnyábbjaikéért
super, P3pl, pl, NPoss, TER	legcsúnyábbjaikéig

super, NPoss+, NOM	legcsúnyábbéi
super, NPoss+, ACC	legcsúnyábbéit
super, NPoss+, DAT	legcsúnyábbéinak
super, NPoss+, ILL	legcsúnyábbéiba
super, NPoss+, INE	legcsúnyábbéiban
super, NPoss+, ELA	legcsúnyábbéiból
super, NPoss+, ALL	legcsúnyábbéihoz
super, NPoss+, ADE	legcsúnyábbéinál
super, NPoss+, ABL	legcsúnyábbéitól
super, NPoss+, SUB	legcsúnyábbéira
super, NPoss+, SUP	legcsúnyábbéin
super, NPoss+, DEL	legcsúnyábbéiról
super, NPoss+, INS	legcsúnyábbéival
super, NPoss+, FAC	legcsúnyábbéivá
super, NPoss+, FOR	legcsúnyábbéiként
super, NPoss+, TEM	legcsúnyábbéikor
super, NPoss+, CAU	legcsúnyábbéiért
super, NPoss+, TER	legcsúnyábbéiig
super, NPoss+, SOC	legcsúnyábbéistul
super, NPoss+, ESS	legcsúnyábbéiul
super, pl, NPoss+, NOM	legcsúnyábbakéi
super, pl, NPoss+, ACC	legcsúnyábbakéit
super, pl, NPoss+, DAT	legcsúnyábbakéinak
super, pl, NPoss+, ILL	legcsúnyábbakéiba
super, pl, NPoss+, INE	legcsúnyábbakéiban
super, pl, NPoss+, ELA	legcsúnyábbakéiból
super, pl, NPoss+, ALL	legcsúnyábbakéihoz
super, pl, NPoss+, ADE	legcsúnyábbakéinál
super, pl, NPoss+, ABL	legcsúnyábbakéitól
super, pl, NPoss+, SUB	legcsúnyábbakéira
super, pl, NPoss+, SUP	legcsúnyábbakéin
super, pl, NPoss+, DEL	legcsúnyábbakéiról
super, pl, NPoss+, INS	legcsúnyábbakéival
super, pl, NPoss+, FAC	legcsúnyábbakéivá
super, pl, NPoss+, FOR	legcsúnyábbakéiként
super, pl, NPoss+, CAU	legcsúnyábbakéiért
super, pl, NPoss+, TER	legcsúnyábbakéiig

super, P1sg, NPoss+, NOM	legcsúnyábbaméi
super, P1sg, NPoss+, ACC	legcsúnyábbaméit
super, P1sg, NPoss+, DAT	legcsúnyábbaméinak
super, P1sg, NPoss+, ILL	legcsúnyábbaméiba
super, P1sg, NPoss+, INE	legcsúnyábbaméiban
super, P1sg, NPoss+, ELA	legcsúnyábbaméiból
super, P1sg, NPoss+, ALL	legcsúnyábbaméihoz
super, P1sg, NPoss+, ADE	legcsúnyábbaméinál
super, P1sg, NPoss+, ABL	legcsúnyábbaméitól
super, P1sg, NPoss+, SUB	legcsúnyábbaméira
super, P1sg, NPoss+, SUP	legcsúnyábbaméin
super, P1sg, NPoss+, DEL	legcsúnyábbaméiról
super, P1sg, NPoss+, INS	legcsúnyábbaméival
super, P1sg, NPoss+, FAC	legcsúnyábbaméivá
super, P1sg, NPoss+, FOR	legcsúnyábbaméiként
super, P1sg, NPoss+, TEM	legcsúnyábbaméikor
super, P1sg, NPoss+, CAU	legcsúnyábbaméiért
super, P1sg, NPoss+, TER	legcsúnyábbaméiig
super, P1sg, NPoss+, ESS	legcsúnyábbaméiul
super, P1sg, pl, NPoss+, NOM	legcsúnyábbjaiméi
super, P1sg, pl, NPoss+, ACC	legcsúnyábbjaiméit
super, P1sg, pl, NPoss+, DAT	legcsúnyábbjaiméinak
super, P1sg, pl, NPoss+, ILL	legcsúnyábbjaiméiba
super, P1sg, pl, NPoss+, INE	legcsúnyábbjaiméiban
super, P1sg, pl, NPoss+, ELA	legcsúnyábbjaiméiból
super, P1sg, pl, NPoss+, ALL	legcsúnyábbjaiméihoz
super, P1sg, pl, NPoss+, ADE	legcsúnyábbjaiméinál
super, P1sg, pl, NPoss+, ABL	legcsúnyábbjaiméitól
super, P1sg, pl, NPoss+, SUB	legcsúnyábbjaiméira
super, P1sg, pl, NPoss+, SUP	legcsúnyábbjaiméin
super, P1sg, pl, NPoss+, DEL	legcsúnyábbjaiméiról
super, P1sg, pl, NPoss+, INS	legcsúnyábbjaiméival
super, P1sg, pl, NPoss+, FAC	legcsúnyábbjaiméivá
super, P1sg, pl, NPoss+, FOR	legcsúnyábbjaiméiként
super, P1sg, pl, NPoss+, CAU	legcsúnyábbjaiméiért
super, P1sg, pl, NPoss+, TER	legcsúnyábbjaiméiig

super, P2sg, NPoss+, NOM	legcsúnyábbadéi
super, P2sg, NPoss+, ACC	legcsúnyábbadéit
super, P2sg, NPoss+, DAT	legcsúnyábbadéinak
super, P2sg, NPoss+, ILL	legcsúnyábbadéiba
super, P2sg, NPoss+, INE	legcsúnyábbadéiban
super, P2sg, NPoss+, ELA	legcsúnyábbadéiból
super, P2sg, NPoss+, ALL	legcsúnyábbadéihoz
super, P2sg, NPoss+, ADE	legcsúnyábbadéinál
super, P2sg, NPoss+, ABL	legcsúnyábbadéitól
super, P2sg, NPoss+, SUB	legcsúnyábbadéira
super, P2sg, NPoss+, SUP	legcsúnyábbadéin
super, P2sg, NPoss+, DEL	legcsúnyábbadéiról
super, P2sg, NPoss+, INS	legcsúnyábbadéival
super, P2sg, NPoss+, FAC	legcsúnyábbadéivá
super, P2sg, NPoss+, FOR	legcsúnyábbadéiként
super, P2sg, NPoss+, TEM	legcsúnyábbadéikor
super, P2sg, NPoss+, CAU	legcsúnyábbadéiért
super, P2sg, NPoss+, TER	legcsúnyábbadéiig
super, P2sg, NPoss+, ESS	legcsúnyábbadéiul
super, P2sg, pl, NPoss+, NOM	legcsúnyábbjaidéi
super, P2sg, pl, NPoss+, ACC	legcsúnyábbjaidéit
super, P2sg, pl, NPoss+, DAT	legcsúnyábbjaidéinak
super, P2sg, pl, NPoss+, ILL	legcsúnyábbjaidéiba
super, P2sg, pl, NPoss+, INE	legcsúnyábbjaidéiban
super, P2sg, pl, NPoss+, ELA	legcsúnyábbjaidéiból
super, P2sg, pl, NPoss+, ALL	legcsúnyábbjaidéihoz
super, P2sg, pl, NPoss+, ADE	legcsúnyábbjaidéinál
super, P2sg, pl, NPoss+, ABL	legcsúnyábbjaidéitól
super, P2sg, pl, NPoss+, SUB	legcsúnyábbjaidéira
super, P2sg, pl, NPoss+, SUP	legcsúnyábbjaidéin
super, P2sg, pl, NPoss+, DEL	legcsúnyábbjaidéiról
super, P2sg, pl, NPoss+, INS	legcsúnyábbjaidéival
super, P2sg, pl, NPoss+, FAC	legcsúnyábbjaidéivá
super, P2sg, pl, NPoss+, FOR	legcsúnyábbjaidéiként
super, P2sg, pl, NPoss+, CAU	legcsúnyábbjaidéiért
super, P2sg, pl, NPoss+, TER	legcsúnyábbjaidéiig

super, P3sg, NPoss+, NOM	legcsúnyábbjáéi
super, P3sg, NPoss+, ACC	legcsúnyábbjáéit
super, P3sg, NPoss+, DAT	legcsúnyábbjáéinak
super, P3sg, NPoss+, ILL	legcsúnyábbjáéiba
super, P3sg, NPoss+, INE	legcsúnyábbjáéiban
super, P3sg, NPoss+, ELA	legcsúnyábbjáéiból
super, P3sg, NPoss+, ALL	legcsúnyábbjáéihoz
super, P3sg, NPoss+, ADE	legcsúnyábbjáéinál
super, P3sg, NPoss+, ABL	legcsúnyábbjáéitól
super, P3sg, NPoss+, SUB	legcsúnyábbjáéira
super, P3sg, NPoss+, SUP	legcsúnyábbjáéin
super, P3sg, NPoss+, DEL	legcsúnyábbjáéiról
super, P3sg, NPoss+, INS	legcsúnyábbjáéival
super, P3sg, NPoss+, FAC	legcsúnyábbjáéivá
super, P3sg, NPoss+, FOR	legcsúnyábbjáéiként
super, P3sg, NPoss+, TEM	legcsúnyábbjáéikor
super, P3sg, NPoss+, CAU	legcsúnyábbjáéiért
super, P3sg, NPoss+, TER	legcsúnyábbjáéiig
super, P3sg, NPoss+, ESS	legcsúnyábbjáéiul
super, P3sg, pl, NPoss+, NOM	legcsúnyábbjaiéi
super, P3sg, pl, NPoss+, ACC	legcsúnyábbjaiéit
super, P3sg, pl, NPoss+, DAT	legcsúnyábbjaiéinak
super, P3sg, pl, NPoss+, ILL	legcsúnyábbjaiéiba
super, P3sg, pl, NPoss+, INE	legcsúnyábbjaiéiban
super, P3sg, pl, NPoss+, ELA	legcsúnyábbjaiéiból
super, P3sg, pl, NPoss+, ALL	legcsúnyábbjaiéihoz
super, P3sg, pl, NPoss+, ADE	legcsúnyábbjaiéinál
super, P3sg, pl, NPoss+, ABL	legcsúnyábbjaiéitól
super, P3sg, pl, NPoss+, SUB	legcsúnyábbjaiéira
super, P3sg, pl, NPoss+, SUP	legcsúnyábbjaiéin
super, P3sg, pl, NPoss+, DEL	legcsúnyábbjaiéiról
super, P3sg, pl, NPoss+, INS	legcsúnyábbjaiéival
