NOM, ACC, DAT, ILL, INE, etc. - nominal cases
pl - plural
P1sg, P2sg, P1pl, etc. - possessive with 1st person singular possessor, 2nd person singular possessor, 1st person plural possessor, etc.
NPoss - nominal possessive marking (é)
NPoss+ - plural of nominal possessive marking (éi)
comp - comparative
super - superlative

NOM	csúnya
P3sg, pl, NPoss+, ADE	csúnyáiéinál
P3sg, pl, NPoss+, ABL	csúnyáiéitól
P3sg, pl, NPoss+, SUB	csúnyáiéira
P3sg, pl, NPoss+, SUP	csúnyáiéin
P3sg, pl, NPoss+, DEL	csúnyáiéiról
P3sg, pl, NPoss+, INS	csúnyáiéival
P3sg, pl, NPoss+, FAC	csúnyáiéivá
P3sg, pl, NPoss+, FOR	csúnyáiéiként
P3sg, pl, NPoss+, CAU	csúnyáiéiért
P3sg, pl, NPoss+, TER	csúnyáiéiig

P1pl, NPoss+, NOM	csúnyánkéi
P1pl, NPoss+, ACC	csúnyánkéit
P1pl, NPoss+, DAT	csúnyánkéinak
P1pl, NPoss+, ILL	csúnyánkéiba
P1pl, NPoss+, INE	csúnyánkéiban
P1pl, NPoss+, ELA	csúnyánkéiból
P1pl, NPoss+, ALL	csúnyánkéihoz
P1pl, NPoss+, ADE	csúnyánkéinál
P1pl, NPoss+, ABL	csúnyánkéitól
P1pl, NPoss+, SUB	csúnyánkéira
P1pl, NPoss+, SUP	csúnyánkéin
P1pl, NPoss+, DEL	csúnyánkéiról
P1pl, NPoss+, INS	csúnyánkéival
P1pl, NPoss+, FAC	csúnyánkéivá
P1pl, NPoss+, FOR	csúnyánkéiként
P1pl, NPoss+, TEM	csúnyánkéikor
P1pl, NPoss+, CAU	csúnyánkéiért
P1pl, NPoss+, TER	csúnyánkéiig
P1pl, NPoss+, ESS	csúnyánkéiul
P1pl, pl, NPoss+, NOM	csúnyáinkéi
P1pl, pl, NPoss+, ACC	csúnyáinkéit
P1pl, pl, NPoss+, DAT	csúnyáinkéinak
P1pl, pl, NPoss+, ILL	csúnyáinkéiba
P1pl, pl, NPoss+, INE	csúnyáinkéiban
P1pl, pl, NPoss+, ELA	csúnyáinkéiból
P1pl, pl, NPoss+, ALL	csúnyáinkéihoz
P1pl, pl, NPoss+, ADE	csúnyáinkéinál
P1pl, pl, NPoss+, ABL	csúnyáinkéitól
P1pl, pl, NPoss+, SUB	csúnyáinkéira
P1pl, pl, NPoss+, SUP	csúnyáinkéin
P1pl, pl, NPoss+, DEL	csúnyáinkéiról
P1pl, pl, NPoss+, INS	csúnyáinkéival
P1pl, pl, NPoss+, FAC	csúnyáinkéivá
P1pl, pl, NPoss+, FOR	csúnyáinkéiként
P1pl, pl, NPoss+, CAU	csúnyáinkéiért
P1pl, pl, NPoss+, TER	csúnyáinkéiig

P2pl, NPoss+, NOM	csúnyátokéi
P2pl, NPoss+, ACC	csúnyátokéit
P2pl, NPoss+, DAT	csúnyátokéinak
P2pl, NPoss+, ILL	csúnyátokéiba
P2pl, NPoss+, INE	csúnyátokéiban
P2pl, NPoss+, ELA	csúnyátokéiból
P2pl, NPoss+, ALL	csúnyátokéihoz
P2pl, NPoss+, ADE	csúnyátokéinál
P2pl, NPoss+, ABL	csúnyátokéitól
P2pl, NPoss+, SUB	csúnyátokéira
P2pl, NPoss+, SUP	csúnyátokéin
P2pl, NPoss+, DEL	csúnyátokéiról
P2pl, NPoss+, INS	csúnyátokéival
P2pl, NPoss+, FAC	csúnyátokéivá
P2pl, NPoss+, FOR	csúnyátokéiként
P2pl, NPoss+, TEM	csúnyátokéikor
P2pl, NPoss+, CAU	csúnyátokéiért
P2pl, NPoss+, TER	csúnyátokéiig
P2pl, NPoss+, ESS	csúnyátokéiul
P2pl, pl, NPoss+, NOM	csúnyáitokéi
P2pl, pl, NPoss+, ACC	csúnyáitokéit
P2pl, pl, NPoss+, DAT	csúnyáitokéinak
P2pl, pl, NPoss+, ILL	csúnyáitokéiba
P2pl, pl, NPoss+, INE	csúnyáitokéiban
P2pl, pl, NPoss+, ELA	csúnyáitokéiból
P2pl, pl, NPoss+, ALL	csúnyáitokéihoz
P2pl, pl, NPoss+, ADE	csúnyáitokéinál
P2pl, pl, NPoss+, ABL	csúnyáitokéitól
P2pl, pl, NPoss+, SUB	csúnyáitokéira
P2pl, pl, NPoss+, SUP	csúnyáitokéin
P2pl, pl, NPoss+, DEL	csúnyáitokéiról
P2pl, pl, NPoss+, INS	csúnyáitokéival
P2pl, pl, NPoss+, FAC	csúnyáitokéivá
P2pl, pl, NPoss+, FOR	csúnyáitokéiként
P2pl, pl, NPoss+, CAU	csúnyáitokéiért
P2pl, pl, NPoss+, TER	csúnyáitokéiig

P3pl, NPoss+, NOM	csúnyájukéi
P3pl, NPoss+, ACC	csúnyájukéit
P3pl, NPoss+, DAT	csúnyájukéinak
P3pl, NPoss+, ILL	csúnyájukéiba
P3pl, NPoss+, INE	csúnyájukéiban
P3pl, NPoss+, ELA	csúnyájukéiból
P3pl, NPoss+, ALL	csúnyájukéihoz
P3pl, NPoss+, ADE	csúnyájukéinál
P3pl, NPoss+, ABL	csúnyájukéitól
P3pl, NPoss+, SUB	csúnyájukéira
P3pl, NPoss+, SUP	csúnyájukéin
P3pl, NPoss+, DEL	csúnyájukéiról
P3pl, NPoss+, INS	csúnyájukéival
P3pl, NPoss+, FAC	csúnyájukéivá
P3pl, NPoss+, FOR	csúnyájukéiként
P3pl, NPoss+, TEM	csúnyájukéikor
P3pl, NPoss+, CAU	csúnyájukéiért
P3pl, NPoss+, TER	csúnyájukéiig
P3pl, NPoss+, ESS	csúnyájukéiul
P3pl, pl, NPoss+, NOM	csúnyáikéi
P3pl, pl, NPoss+, ACC	csúnyáikéit
P3pl, pl, NPoss+, DAT	csúnyáikéinak
P3pl, pl, NPoss+, ILL	csúnyáikéiba
P3pl, pl, NPoss+, INE	csúnyáikéiban
P3pl, pl, NPoss+, ELA	csúnyáikéiból
P3pl, pl, NPoss+, ALL	csúnyáikéihoz
P3pl, pl, NPoss+, ADE	csúnyáikéinál
P3pl, pl, NPoss+, ABL	csúnyáikéitól
P3pl, pl, NPoss+, SUB	csúnyáikéira
P3pl, pl, NPoss+, SUP	csúnyáikéin
P3pl, pl, NPoss+, DEL	csúnyáikéiról
P3pl, pl, NPoss+, INS	csúnyáikéival
P3pl, pl, NPoss+, FAC	csúnyáikéivá
P3pl, pl, NPoss+, FOR	csúnyáikéiként
P3pl, pl, NPoss+, CAU	csúnyáikéiért
P3pl, pl, NPoss+, TER	csúnyáikéiig

comp, NOM	csúnyább
comp, ACC	csúnyábbat
comp, DAT	csúnyábbnak
comp, ILL	csúnyábba
comp, INE	csúnyábban
comp, ELA	csúnyábból
comp, ALL	csúnyábbhoz
comp, ADE	csúnyábbnál
comp, ABL	csúnyábbtól
comp, SUB	csúnyábbra
comp, SUP	csúnyábbon
comp, DEL	csúnyábbról
comp, INS	csúnyábbal
comp, FAC	csúnyábbá
comp, FOR	csúnyábbként
comp, TEM	csúnyábbkor
comp, CAU	csúnyábbért
comp, TER	csúnyábbig
comp, SOC	csúnyábbastul
comp, ESS	csúnyábbul
comp, MOD	csúnyábban
comp, pl, NOM	csúnyábbak
comp, pl, ACC	csúnyábbakat
comp, pl, DAT	csúnyábbaknak
comp, pl, ILL	csúnyábbakba
comp, pl, INE	csúnyábbakban
comp, pl, ELA	csúnyábbakból
comp, pl, ALL	csúnyábbakhoz
comp, pl, ADE	csúnyábbaknál
comp, pl, ABL	csúnyábbaktól
comp, pl, SUB	csúnyábbakra
comp, pl, SUP	csúnyábbakon
comp, pl, DEL	csúnyábbakról
comp, pl, INS	csúnyábbakkal
comp, pl, FAC	csúnyábbakká
comp, pl, FOR	csúnyábbakként
comp, pl, CAU	csúnyábbakért
comp, pl, TER	csúnyábbakig

comp, P1sg, NOM	csúnyábbam
comp, P1sg, ACC	csúnyábbamat
comp, P1sg, DAT	csúnyábbamnak
comp, P1sg, ILL	csúnyábbamba
comp, P1sg, INE	csúnyábbamban
comp, P1sg, ELA	csúnyábbamból
comp, P1sg, ALL	csúnyábbamhoz
comp, P1sg, ADE	csúnyábbamnál
comp, P1sg, ABL	csúnyábbamtól
comp, P1sg, SUB	csúnyábbamra
comp, P1sg, SUP	csúnyábbamon
comp, P1sg, DEL	csúnyábbamról
comp, P1sg, INS	csúnyábbammal
comp, P1sg, FAC	csúnyábbammá
comp, P1sg, FOR	csúnyábbamként
comp, P1sg, TEM	csúnyábbamkor
comp, P1sg, CAU	csúnyábbamért
comp, P1sg, TER	csúnyábbamig
comp, P1sg, ESS	csúnyábbamul
comp, P1sg, pl, NOM	csúnyábbjaiam
comp, P1sg, pl, ACC	csúnyábbjaiamat
comp, P1sg, pl, DAT	csúnyábbjaiamnak
comp, P1sg, pl, ILL	csúnyábbjaiamba
comp, P1sg, pl, INE	csúnyábbjaiamban
comp, P1sg, pl, ELA	csúnyábbjaiamból
comp, P1sg, pl, ALL	csúnyábbjaiamhoz
comp, P1sg, pl, ADE	csúnyábbjaiamnál
comp, P1sg, pl, ABL	csúnyábbjaiamtól
comp, P1sg, pl, SUB	csúnyábbjaiamra
comp, P1sg, pl, SUP	csúnyábbjaiamon
comp, P1sg, pl, DEL	csúnyábbjaiamról
comp, P1sg, pl, INS	csúnyábbjaiammal
comp, P1sg, pl, FAC	csúnyábbjaiammá
comp, P1sg, pl, FOR	csúnyábbjaiamként
comp, P1sg, pl, CAU	csúnyábbjaiamért
comp, P1sg, pl, TER	csúnyábbjaiamig
 
comp, P2sg, NOM	csúnyábbad
comp, P2sg, ACC	csúnyábbadat
comp, P2sg, DAT	csúnyábbadnak
comp, P2sg, ILL	csúnyábbadba
comp, P2sg, INE	csúnyábbadban
comp, P2sg, ELA	csúnyábbadból
comp, P2sg, ALL	csúnyábbadhoz
comp, P2sg, ADE	csúnyábbadnál
comp, P2sg, ABL	csúnyábbadtól
comp, P2sg, SUB	csúnyábbadra
comp, P2sg, SUP	csúnyábbadon
comp, P2sg, DEL	csúnyábbadról
comp, P2sg, INS	csúnyábbaddal
comp, P2sg, FAC	csúnyábbaddá
comp, P2sg, FOR	csúnyábbadként
comp, P2sg, TEM	csúnyábbadkor
comp, P2sg, CAU	csúnyábbadért
comp, P2sg, TER	csúnyábbadig
comp, P2sg, ESS	csúnyábbadul
comp, P2sg, pl, NOM	csúnyábbjaid
comp, P2sg, pl, ACC	csúnyábbjaidat
comp, P2sg, pl, DAT	csúnyábbjaidnak
comp, P2sg, pl, ILL	csúnyábbjaidba
comp, P2sg, pl, INE	csúnyábbjaidban
comp, P2sg, pl, ELA	csúnyábbjaidból
comp, P2sg, pl, ALL	csúnyábbjaidhoz
comp, P2sg, pl, ADE	csúnyábbjaidnál
comp, P2sg, pl, ABL	csúnyábbjaidtól
comp, P2sg, pl, SUB	csúnyábbjaidra
comp, P2sg, pl, SUP	csúnyábbjaidon
comp, P2sg, pl, DEL	csúnyábbjaidról
comp, P2sg, pl, INS	csúnyábbjaiddal
comp, P2sg, pl, FAC	csúnyábbjaiddá
comp, P2sg, pl, FOR	csúnyábbjaidként
comp, P2sg, pl, CAU	csúnyábbjaidért
comp, P2sg, pl, TER	csúnyábbjaidig

comp, P3sg, NOM	csúnyábbja
comp, P3sg, ACC	csúnyábbját
comp, P3sg, DAT	csúnyábbjának
comp, P3sg, ILL	csúnyábbjába
comp, P3sg, INE	csúnyábbjában
comp, P3sg, ELA	csúnyábbjából
comp, P3sg, ALL	csúnyábbjához
comp, P3sg, ADE	csúnyábbjánál
comp, P3sg, ABL	csúnyábbjától
comp, P3sg, SUB	csúnyábbjára
comp, P3sg, SUP	csúnyábbján
comp, P3sg, DEL	csúnyábbjáról
comp, P3sg, INS	csúnyábbjával
comp, P3sg, FAC	csúnyábbjává
comp, P3sg, FOR	csúnyábbjaként
comp, P3sg, TEM	csúnyábbjakor
comp, P3sg, CAU	csúnyábbjáért
comp, P3sg, TER	csúnyábbjáig
comp, P3sg, ESS	csúnyábbjául
comp, P3sg, pl, NOM	csúnyábbjai
comp, P3sg, pl, ACC	csúnyábbjait
comp, P3sg, pl, DAT	csúnyábbjainak
comp, P3sg, pl, ILL	csúnyábbjaiba
comp, P3sg, pl, INE	csúnyábbjaiban
comp, P3sg, pl, ELA	csúnyábbjaiból
comp, P3sg, pl, ALL	csúnyábbjaihoz
comp, P3sg, pl, ADE	csúnyábbjainál
comp, P3sg, pl, ABL	csúnyábbjaitól
comp, P3sg, pl, SUB	csúnyábbjaira
comp, P3sg, pl, SUP	csúnyábbjain
comp, P3sg, pl, DEL	csúnyábbjairól
comp, P3sg, pl, INS	csúnyábbjaival
comp, P3sg, pl, FAC	csúnyábbjaivá
comp, P3sg, pl, FOR	csúnyábbjaiként
comp, P3sg, pl, CAU	csúnyábbjaiért
comp, P3sg, pl, TER	csúnyábbjaiig

comp, P1pl, NOM	csúnyábbunk
comp, P1pl, ACC	csúnyábbunkat
comp, P1pl, DAT	csúnyábbunknak
comp, P1pl, ILL	csúnyábbunkba
comp, P1pl, INE	csúnyábbunkban
comp, P1pl, ELA	csúnyábbunkból
comp, P1pl, ALL	csúnyábbunkhoz
comp, P1pl, ADE	csúnyábbunknál
comp, P1pl, ABL	csúnyábbunktól
comp, P1pl, SUB	csúnyábbunkra
comp, P1pl, SUP	csúnyábbunkon
comp, P1pl, DEL	csúnyábbunkról
comp, P1pl, INS	csúnyábbunkkal
comp, P1pl, FAC	csúnyábbunkká
comp, P1pl, FOR	csúnyábbunkként
comp, P1pl, CAU	csúnyábbunkért
comp, P1pl, TER	csúnyábbunkig
comp, P1pl, ESS	csúnyábbunkul
comp, P1pl, pl, NOM	csúnyábbjaink
comp, P1pl, pl, ACC	csúnyábbjainkat
comp, P1pl, pl, DAT	csúnyábbjainknak
comp, P1pl, pl, ILL	csúnyábbjainkba
comp, P1pl, pl, INE	csúnyábbjainkban
comp, P1pl, pl, ELA	csúnyábbjainkból
comp, P1pl, pl, ALL	csúnyábbjainkhoz
comp, P1pl, pl, ADE	csúnyábbjainknál
comp, P1pl, pl, ABL	csúnyábbjainktól
comp, P1pl, pl, SUB	csúnyábbjainkra
comp, P1pl, pl, SUP	csúnyábbjainkon
comp, P1pl, pl, DEL	csúnyábbjainkról
comp, P1pl, pl, INS	csúnyábbjainkkal
comp, P1pl, pl, FAC	csúnyábbjainkká
comp, P1pl, pl, FOR	csúnyábbjainkként
comp, P1pl, pl, CAU	csúnyábbjainkért
comp, P1pl, pl, TER	csúnyábbjainkig

comp, P2pl, NOM	csúnyábbotok
comp, P2pl, ACC	csúnyábbotokat
comp, P2pl, DAT	csúnyábbotoknak
comp, P2pl, ILL	csúnyábbotokba
comp, P2pl, INE	csúnyábbotokban
comp, P2pl, ELA	csúnyábbotokból
comp, P2pl, ALL	csúnyábbotokhoz
comp, P2pl, ADE	csúnyábbotoknál
comp, P2pl, ABL	csúnyábbotoktól
comp, P2pl, SUB	csúnyábbotokra
comp, P2pl, SUP	csúnyábbotokon
comp, P2pl, DEL	csúnyábbotokról
comp, P2pl, INS	csúnyábbotokkal
comp, P2pl, FAC	csúnyábbotokká
comp, P2pl, FOR	csúnyábbotokként
comp, P2pl, CAU	csúnyábbotokért
comp, P2pl, TER	csúnyábbotokig
comp, P2pl, ESS	csúnyábbotokul
comp, P2pl, pl, NOM	csúnyábbjaitok
comp, P2pl, pl, ACC	csúnyábbjaitokat
comp, P2pl, pl, DAT	csúnyábbjaitoknak
comp, P2pl, pl, ILL	csúnyábbjaitokba
comp, P2pl, pl, INE	csúnyábbjaitokban
comp, P2pl, pl, ELA	csúnyábbjaitokból
comp, P2pl, pl, ALL	csúnyábbjaitokhoz
comp, P2pl, pl, ADE	csúnyábbjaitoknál
comp, P2pl, pl, ABL	csúnyábbjaitoktól
comp, P2pl, pl, SUB	csúnyábbjaitokra
comp, P2pl, pl, SUP	csúnyábbjaitokon
comp, P2pl, pl, DEL	csúnyábbjaitokról
comp, P2pl, pl, INS	csúnyábbjaitokkal
comp, P2pl, pl, FAC	csúnyábbjaitokká
comp, P2pl, pl, FOR	csúnyábbjaitokként
comp, P2pl, pl, CAU	csúnyábbjaitokért
comp, P2pl, pl, TER	csúnyábbjaitokig

comp, P3pl, NOM	csúnyábbjuk
comp, P3pl, ACC	csúnyábbjukat
comp, P3pl, DAT	csúnyábbjuknak
comp, P3pl, ILL	csúnyábbjukba
comp, P3pl, INE	csúnyábbjukban
comp, P3pl, ELA	csúnyábbjukból
comp, P3pl, ALL	csúnyábbjukhoz
comp, P3pl, ADE	csúnyábbjuknál
comp, P3pl, ABL	csúnyábbjuktól
comp, P3pl, SUB	csúnyábbjukra
comp, P3pl, SUP	csúnyábbjukon
comp, P3pl, DEL	csúnyábbjukról
comp, P3pl, INS	csúnyábbjukkal
comp, P3pl, FAC	csúnyábbjukká
comp, P3pl, FOR	csúnyábbjukként
comp, P3pl, CAU	csúnyábbjukért
comp, P3pl, TER	csúnyábbjukig
comp, P3pl, ESS	csúnyábbjukul
comp, P3pl, pl, NOM	csúnyábbjaik
comp, P3pl, pl, ACC	csúnyábbjaikat
comp, P3pl, pl, DAT	csúnyábbjaiknak
comp, P3pl, pl, ILL	csúnyábbjaikba
comp, P3pl, pl, INE	csúnyábbjaikban
comp, P3pl, pl, ELA	csúnyábbjaikból
comp, P3pl, pl, ALL	csúnyábbjaikhoz
comp, P3pl, pl, ADE	csúnyábbjaiknál
comp, P3pl, pl, ABL	csúnyábbjaiktól
comp, P3pl, pl, SUB	csúnyábbjaikra
comp, P3pl, pl, SUP	csúnyábbjaikon
comp, P3pl, pl, DEL	csúnyábbjaikról
comp, P3pl, pl, INS	csúnyábbjaikkal
comp, P3pl, pl, FAC	csúnyábbjaikká
comp, P3pl, pl, FOR	csúnyábbjaikként
comp, P3pl, pl, CAU	csúnyábbjaikért
comp, P3pl, pl, TER	csúnyábbjaikig

comp, NPoss, NOM	csúnyábbé
comp, NPoss, ACC	csúnyábbét
comp, NPoss, DAT	csúnyábbénak
comp, NPoss, ILL	csúnyábbéba
comp, NPoss, INE	csúnyábbéban
comp, NPoss, ELA	csúnyábbéból
comp, NPoss, ALL	csúnyábbéhoz
comp, NPoss, ADE	csúnyábbénál
comp, NPoss, ABL	csúnyábbétól
comp, NPoss, SUB	csúnyábbéra
comp, NPoss, SUP	csúnyábbén
comp, NPoss, DEL	csúnyábbéról
comp, NPoss, INS	csúnyábbéval
comp, NPoss, FAC	csúnyábbévá
comp, NPoss, FOR	csúnyábbéként
comp, NPoss, TEM	csúnyábbékor
comp, NPoss, CAU	csúnyábbéért
comp, NPoss, TER	csúnyábbéig
comp, NPoss, SOC	csúnyábbéstul
comp, NPoss, ESS	csúnyábbéul
comp, pl, NPoss, NOM	csúnyábbaké
comp, pl, NPoss, ACC	csúnyábbakét
comp, pl, NPoss, DAT	csúnyábbakénak
comp, pl, NPoss, ILL	csúnyábbakéba
comp, pl, NPoss, INE	csúnyábbakéban
comp, pl, NPoss, ELA	csúnyábbakéból
comp, pl, NPoss, ALL	csúnyábbakéhoz
comp, pl, NPoss, ADE	csúnyábbakénál
comp, pl, NPoss, ABL	csúnyábbakétól
comp, pl, NPoss, SUB	csúnyábbakéra
comp, pl, NPoss, SUP	csúnyábbakén
comp, pl, NPoss, DEL	csúnyábbakéról
comp, pl, NPoss, INS	csúnyábbakéval
comp, pl, NPoss, FAC	csúnyábbakévá
comp, pl, NPoss, FOR	csúnyábbakéként
comp, pl, NPoss, CAU	csúnyábbakéért
comp, pl, NPoss, TER	csúnyábbakéig

comp, P1sg, NPoss, NOM	csúnyábbamé
comp, P1sg, NPoss, ACC	csúnyábbamét
comp, P1sg, NPoss, DAT	csúnyábbaménak
comp, P1sg, NPoss, ILL	csúnyábbaméba
comp, P1sg, NPoss, INE	csúnyábbaméban
comp, P1sg, NPoss, ELA	csúnyábbaméból
comp, P1sg, NPoss, ALL	csúnyábbaméhoz
comp, P1sg, NPoss, ADE	csúnyábbaménál
comp, P1sg, NPoss, ABL	csúnyábbamétól
comp, P1sg, NPoss, SUB	csúnyábbaméra
comp, P1sg, NPoss, SUP	csúnyábbamén
comp, P1sg, NPoss, DEL	csúnyábbaméról
comp, P1sg, NPoss, INS	csúnyábbaméval
comp, P1sg, NPoss, FAC	csúnyábbamévá
comp, P1sg, NPoss, FOR	csúnyábbaméként
comp, P1sg, NPoss, TEM	csúnyábbamékor
comp, P1sg, NPoss, CAU	csúnyábbaméért
comp, P1sg, NPoss, TER	csúnyábbaméig
comp, P1sg, NPoss, ESS	csúnyábbaméul
comp, P1sg, pl, NPoss, NOM	csúnyábbjaimé
comp, P1sg, pl, NPoss, ACC	csúnyábbjaimét
comp, P1sg, pl, NPoss, DAT	csúnyábbjaiménak
comp, P1sg, pl, NPoss, ILL	csúnyábbjaiméba
comp, P1sg, pl, NPoss, INE	csúnyábbjaiméban
comp, P1sg, pl, NPoss, ELA	csúnyábbjaiméból
comp, P1sg, pl, NPoss, ALL	csúnyábbjaiméhoz
comp, P1sg, pl, NPoss, ADE	csúnyábbjaiménál
comp, P1sg, pl, NPoss, ABL	csúnyábbjaimétól
comp, P1sg, pl, NPoss, SUB	csúnyábbjaiméra
comp, P1sg, pl, NPoss, SUP	csúnyábbjaimén
comp, P1sg, pl, NPoss, DEL	csúnyábbjaiméról
comp, P1sg, pl, NPoss, INS	csúnyábbjaiméval
comp, P1sg, pl, NPoss, FAC	csúnyábbjaimévá
comp, P1sg, pl, NPoss, FOR	csúnyábbjaiméként
comp, P1sg, pl, NPoss, CAU	csúnyábbjaiméért
comp, P1sg, pl, NPoss, TER	csúnyábbjaiméig

comp, P2sg, NPoss, NOM	csúnyábbadé
comp, P2sg, NPoss, ACC	csúnyábbadét
comp, P2sg, NPoss, DAT	csúnyábbadénak
comp, P2sg, NPoss, ILL	csúnyábbadéba
comp, P2sg, NPoss, INE	csúnyábbadéban
comp, P2sg, NPoss, ELA	csúnyábbadéból
comp, P2sg, NPoss, ALL	csúnyábbadéhoz
comp, P2sg, NPoss, ADE	csúnyábbadénál
comp, P2sg, NPoss, ABL	csúnyábbadétól
comp, P2sg, NPoss, SUB	csúnyábbadéra
comp, P2sg, NPoss, SUP	csúnyábbadén
comp, P2sg, NPoss, DEL	csúnyábbadéról
comp, P2sg, NPoss, INS	csúnyábbadéval
comp, P2sg, NPoss, FAC	csúnyábbadévá
comp, P2sg, NPoss, FOR	csúnyábbadéként
comp, P2sg, NPoss, TEM	csúnyábbadékor
comp, P2sg, NPoss, CAU	csúnyábbadéért
comp, P2sg, NPoss, TER	csúnyábbadéig
comp, P2sg, NPoss, ESS	csúnyábbadéul
comp, P2sg, pl, NPoss, NOM	csúnyábbjaidé
comp, P2sg, pl, NPoss, ACC	csúnyábbjaidét
comp, P2sg, pl, NPoss, DAT	csúnyábbjaidénak
comp, P2sg, pl, NPoss, ILL	csúnyábbjaidéba
comp, P2sg, pl, NPoss, INE	csúnyábbjaidéban
comp, P2sg, pl, NPoss, ELA	csúnyábbjaidéból
comp, P2sg, pl, NPoss, ALL	csúnyábbjaidéhoz
comp, P2sg, pl, NPoss, ADE	csúnyábbjaidénál
comp, P2sg, pl, NPoss, ABL	csúnyábbjaidétól
comp, P2sg, pl, NPoss, SUB	csúnyábbjaidéra
comp, P2sg, pl, NPoss, SUP	csúnyábbjaidén
comp, P2sg, pl, NPoss, DEL	csúnyábbjaidéról
comp, P2sg, pl, NPoss, INS	csúnyábbjaidéval
comp, P2sg, pl, NPoss, FAC	csúnyábbjaidévá
comp, P2sg, pl, NPoss, FOR	csúnyábbjaidéként
comp, P2sg, pl, NPoss, CAU	csúnyábbjaidéért
comp, P2sg, pl, NPoss, TER	csúnyábbjaidéig

comp, P3sg, NPoss, NOM	csúnyábbjáé
comp, P3sg, NPoss, ACC	csúnyábbjáét
comp, P3sg, NPoss, DAT	csúnyábbjáénak
comp, P3sg, NPoss, ILL	csúnyábbjáéba
comp, P3sg, NPoss, INE	csúnyábbjáéban
comp, P3sg, NPoss, ELA	csúnyábbjáéból
comp, P3sg, NPoss, ALL	csúnyábbjáéhoz
comp, P3sg, NPoss, ADE	csúnyábbjáénál
comp, P3sg, NPoss, ABL	csúnyábbjáétól
comp, P3sg, NPoss, SUB	csúnyábbjáéra
comp, P3sg, NPoss, SUP	csúnyábbjáén
comp, P3sg, NPoss, DEL	csúnyábbjáéról
comp, P3sg, NPoss, INS	csúnyábbjáéval
comp, P3sg, NPoss, FAC	csúnyábbjáévá
comp, P3sg, NPoss, FOR	csúnyábbjáéként
comp, P3sg, NPoss, TEM	csúnyábbjáékor
comp, P3sg, NPoss, CAU	csúnyábbjáéért
comp, P3sg, NPoss, TER	csúnyábbjáéig
comp, P3sg, NPoss, ESS	csúnyábbjáéul
comp, P3sg, pl, NPoss, NOM	csúnyábbjaié
comp, P3sg, pl, NPoss, ACC	csúnyábbjaiét
comp, P3sg, pl, NPoss, DAT	csúnyábbjaiénak
comp, P3sg, pl, NPoss, ILL	csúnyábbjaiéba
comp, P3sg, pl, NPoss, INE	csúnyábbjaiéban
comp, P3sg, pl, NPoss, ELA	csúnyábbjaiéból
comp, P3sg, pl, NPoss, ALL	csúnyábbjaiéhoz
comp, P3sg, pl, NPoss, ADE	csúnyábbjaiénál
comp, P3sg, pl, NPoss, ABL	csúnyábbjaiétól
comp, P3sg, pl, NPoss, SUB	csúnyábbjaiéra
comp, P3sg, pl, NPoss, SUP	csúnyábbjaién
comp, P3sg, pl, NPoss, DEL	csúnyábbjaiéról
comp, P3sg, pl, NPoss, INS	csúnyábbjaiéval
comp, P3sg, pl, NPoss, FAC	csúnyábbjaiévá
comp, P3sg, pl, NPoss, FOR	csúnyábbjaiéként
comp, P3sg, pl, NPoss, CAU	csúnyábbjaiéért
comp, P3sg, pl, NPoss, TER	csúnyábbjaiéig

comp, P1pl, NPoss, NOM	csúnyábbunké
comp, P1pl, NPoss, ACC	csúnyábbunkét
comp, P1pl, NPoss, DAT	csúnyábbunkénak
comp, P1pl, NPoss, ILL	csúnyábbunkéba
comp, P1pl, NPoss, INE	csúnyábbunkéban
comp, P1pl, NPoss, ELA	csúnyábbunkéból
comp, P1pl, NPoss, ALL	csúnyábbunkéhoz
comp, P1pl, NPoss, ADE	csúnyábbunkénál
comp, P1pl, NPoss, ABL	csúnyábbunkétól
comp, P1pl, NPoss, SUB	csúnyábbunkéra
comp, P1pl, NPoss, SUP	csúnyábbunkén
comp, P1pl, NPoss, DEL	csúnyábbunkéról
comp, P1pl, NPoss, INS	csúnyábbunkéval
comp, P1pl, NPoss, FAC	csúnyábbunkévá
comp, P1pl, NPoss, FOR	csúnyábbunkéként
comp, P1pl, NPoss, TEM	csúnyábbunkékor
comp, P1pl, NPoss, CAU	csúnyábbunkéért
comp, P1pl, NPoss, TER	csúnyábbunkéig
comp, P1pl, NPoss, ESS	csúnyábbunkéul
comp, P1pl, pl, NPoss, NOM	csúnyábbjainké
comp, P1pl, pl, NPoss, ACC	csúnyábbjainkét
comp, P1pl, pl, NPoss, DAT	csúnyábbjainkénak
comp, P1pl, pl, NPoss, ILL	csúnyábbjainkéba
comp, P1pl, pl, NPoss, INE	csúnyábbjainkéban
comp, P1pl, pl, NPoss, ELA	csúnyábbjainkéból
comp, P1pl, pl, NPoss, ALL	csúnyábbjainkéhoz
comp, P1pl, pl, NPoss, ADE	csúnyábbjainkénál
comp, P1pl, pl, NPoss, ABL	csúnyábbjainkétól
comp, P1pl, pl, NPoss, SUB	csúnyábbjainkéra
comp, P1pl, pl, NPoss, SUP	csúnyábbjainkén
comp, P1pl, pl, NPoss, DEL	csúnyábbjainkéról
comp, P1pl, pl, NPoss, INS	csúnyábbjainkéval
comp, P1pl, pl, NPoss, FAC	csúnyábbjainkévá
